NOM_MUN_COMPO,CODE_POSTAL_COMPO,PLACE_TOTAL_POUPON,PLACE_TOTAL,CODE_REGION_COMPO,INTERNET,PROVINCE,NOM,TYPE,REGION,ADRESSE,SUBV,telephone1,TELECOPIEUR1
Québec,G2J 0C1,10,80,3,mapetiteecoleeinstein@videotron.ca,QC,MA PETITE ÉCOLE EINSTEIN 2 INC.,GARD,3 - Capitale-Nationale,"815, boulevard Lebourgneuf, local 103",,(581) 741-9859,(581) 741-9824
Québec,G2J 0C1,10,80,3,mapetiteecoleeinstein@videotron.ca,QC,MA PETITE ÉCOLE EINSTEIN INC.,GARD,3 - Capitale-Nationale,"815, boulevard Lebourgneuf, local 104",,(581) 741-9859,(581) 741-9824
Québec,G2J 0C4,20,60,3,mapetiteecoleeinstein@videotron.ca,QC,MA PREMIÈRE ÉCOLE EINSTEIN INC.,GARD,3 - Capitale-Nationale,"725, boulevard Lebourgneuf, local 115",,"(581) 741-9859, poste 201",
Québec,G1G 4E6,15,80,3,mespremierspas2018@hotmail.com,QC,MES PREMIERS PAS,GARD,3 - Capitale-Nationale,"9420, boulevard Henri-Bourassa",,(418) 914-8130,(418) 914-1890
Québec,G1G 4E6,0,24,3,mespremierspas2018@hotmail.com,QC,MES PREMIERS PAS 2,GARD,3 - Capitale-Nationale,"9420, boulevard Henri-Bourassa",,(418) 914-8130,(418) 914-1890
Québec,G1K 3A1,10,80,3,info@minibraves.com,QC,MINIBRAVES INC.,GARD,3 - Capitale-Nationale,"825, rue Saint-François Est, local 210",,(418) 780-3818,
Québec,G1K 3C9,15,15,3,info@minibraves.com,QC,MINIBRAVES-INSTALLATION 2,GARD,3 - Capitale-Nationale,"830, rue Saint-Joseph Est, suite 206",,(418) 780-3818,
Québec,G1S 2A4,29,79,3,info@montessoridelacolline.com,QC,MONTESSORI DE LA COLLINE,GARD,3 - Capitale-Nationale,"860, Père Marquette",,"(418) 657-4141, poste 3",
Québec,G1S 0B7,10,80,3,info@montessoridelacolline.com,QC,MONTESSORI DE LA COLLINE (INSTALLATION A),GARD,3 - Capitale-Nationale,"850, avenue de Vimy",,(418) 657-4141,(418) 657-4141
Québec,G1S 0B7,10,80,3,info@montessoridelacolline.com,QC,MONTESSORI DE LA COLLINE (INSTALLATION B),GARD,3 - Capitale-Nationale,"850, avenue de Vimy",,(418) 657-4141,(418) 657-4141
Québec,G1J 3S2,0,74,3,direction.educatot@gmail.com,QC,MONTESSORI ÉDUCASPORTS,GARD,3 - Capitale-Nationale,"585, boulevard des Capucins, suite 102",,(514) 947-4776,
Québec,G1V 1V8,10,54,3,audrey.simon@peabcpreschool.com,QC,PETITE ÉCOLE ABC 2 INC.,GARD,3 - Capitale-Nationale,"2828, Chemin Sainte-Foy",,(581) 981-5558,
Québec,G2K 2G2,9,53,3,audrey.simon@peabcpreschool.com,QC,PETITE ÉCOLE ABC INC.,GARD,3 - Capitale-Nationale,"1260, Boulevard Lebourgneuf, suite 100",,(581) 996-6209,
Québec,G1J 3S2,0,80,3,direction.educatot@gmail.com,QC,PRÉ-MATERNELLE MONTESSORI ÉDUCATÔT INC.,GARD,3 - Capitale-Nationale,"825, boulevard des Capucins, Suite 201",,(418) 523-5555,(418) 523-5554
Québec,G1R 2V8,20,20,3,royaumedesbambins@hotmail.com,QC,ROYAUME DES BAMBINS INC.,GARD,3 - Capitale-Nationale,"1126, avenue de Salaberry",CR,(418) 522-2651,(418) 831-1043
Québec,G1E 2A7,15,41,3,nancylegault@outlook.com,QC,SERVICE DE GARDE BERRILAND,GARD,3 - Capitale-Nationale,"1071, avenue Royale",,(418) 204-9349,(418) 204-9347
Québec,G1S 2J9,10,78,3,direction@cpelacroisee.ca,QC,SOPHIE,CPE,3 - Capitale-Nationale,"545, chemin Sainte-Foy",CR,(418) 527-6627,
Québec,G1W 0E9,10,78,3,quebec@achacunsonhistoire.com,QC,À CHACUN SON HISTOIRE - STE-FOY INC.,GARD,3 - Capitale-Nationale,"3035, avenue Maricourt, local 160",,(581) 882-0480,
Québec,G3K 1H3,15,77,3,eveilchauveau@videotron.ca,QC,ÉCOLE D'ÉVEIL CHAUVEAU INC.,GARD,3 - Capitale-Nationale,"1317, boulevard Pie-XI Sud",CR,(418) 847-7957,(418) 847-3542
Québec,G1W 1H8,0,75,3,eveilstefoy@oricom.ca,QC,ÉCOLE D'ÉVEIL STE-FOY,GARD,3 - Capitale-Nationale,"3057, rue de la Seine",CR,(418) 659-1610,(418) 659-1614
Québec,G1S 1P1,20,69,3,a.boulmerka@ecoledelexcellence.ca,QC,ÉCOLE DE L'EXCELLENCE,GARD,3 - Capitale-Nationale,"1749, chemin Gomin",,(418) 682-8080,
Québec,G1E 2J7,0,28,3,dla_sl@yahoo.com.br,QC,ÉCOLE MONTESSORI DE BEAUPORT INC.,GARD,3 - Capitale-Nationale,"50, avenue des Cascades",,(418) 660-2613,
Québec,G1T 2C4,0,75,3,montessori_qc@yahoo.ca,QC,ÉCOLE MONTESSORI DE QUÉBEC INC.,GARD,3 - Capitale-Nationale,"1265, avenue du Buisson",,(418) 688-7646,(418) 687-5282
Saint-Augustin-de-Desmaures,G3A 1V5,10,60,3,cpegrenouille@outlook.com,QC,CENTRE DE LA PETITE ENFANCE LES GRENOUILLES,CPE,3 - Capitale-Nationale,"5006, rue Clément-Lockquell",CR,(418) 871-8902,(418) 871-0072
Saint-Augustin-de-Desmaures,G3A 0C5,15,77,3,directiongenerale@cpecouricourette.com,QC,"CPE COURI-COURETTE, INSTALLATION DES JARDINS D'ENFANTS",CPE,3 - Capitale-Nationale,"190, route de Fossambault",CR,(418) 878-4146,(418) 878-4022
Saint-Augustin-de-Desmaures,G3A 2T6,0,60,3,directiongenerale@cpecouricourette.com,QC,"CPE COURI-COURETTE, INSTALLATION ST-AUGUSTIN",CPE,3 - Capitale-Nationale,"399, rue du Charron",CR,(418) 878-4146,(418) 878-4022
Saint-Augustin-de-Desmaures,G3A 0G1,10,80,3,oasisenfantin@hotmail.com,QC,GARDERIE L'OASIS ENFANTIN INC.,GARD,3 - Capitale-Nationale,"210, route 138",CR,(418) 908-1550,
Saint-Augustin-de-Desmaures,G3A 0E9,10,80,3,admin@garderierevesdenfant.com,QC,GARDERIE RÊVES D'ENFANT (ST-AUGUSTIN-DE-DESMAURES),GARD,3 - Capitale-Nationale,"194, route 138",CR,(418) 908-0928,(418) 908-0926
Saint-Augustin-de-Desmaures,G3A 2C5,10,36,3,direction@petitnarval.com,QC,GARDERIE ÉDUCATIVE PETIT NARVAL INC.,GARD,3 - Capitale-Nationale,"278, route 138, local 150",,(418) 908-3883,
Saint-Augustin-de-Desmaures,G3A 2L8,15,80,3,ecoledescherubins@videotron.ca,QC,ÉCOLE DES CHÉRUBINS INC.,GARD,3 - Capitale-Nationale,"3699, rue de l'Hêtrière",CR,(418) 871-9628,(418) 877-3340
Saint-Augustin-de-Desmaures,G3A 1V7,0,25,3,mcbussieres@ecolevision.com,QC,ÉCOLE VISION ST-AUGUSTIN,GARD,3 - Capitale-Nationale,"4920, rue Pierre-Georges-Roy",,(418) 877-3846,(418) 877-9752
Saint-Gabriel-de-Valcartier,G0A 4S0,0,25,3,ccote@cperibambelle.qc.ca,QC,CENTRE DE LA PETITE ENFANCE GRANDEUR NATURE,CPE,3 - Capitale-Nationale,"198, boulevard Saint-Sacrement",CR,(418) 844-3200,(418) 844-3201
Saint-Gabriel-de-Valcartier,G0A 4Z0,10,80,3,cpesentinelle@videotron.ca,QC,CENTRE DE LA PETITE ENFANCE LA SENTINELLE DES PETITS,CPE,3 - Capitale-Nationale,", Édifice 93, Succ. Forces C.P. 100",CR,(418) 844-3700,(418) 844-1834
Saint-Gabriel-de-Valcartier,G0A 4S0,5,30,3,garderie@valleejeunesse.com,QC,GARDERIE VALLÉE-JEUNESSE,GARD,3 - Capitale-Nationale,"1895, boulevard Valcartier",,(418) 404-0516,(418) 841-7809
Saint-Marc-des-Carrières,G0A 4B0,0,34,3,veilleusequea@globetrotter.net,QC,CENTRE DE LA PETITE ENFANCE LA VEILLEUSE,CPE,3 - Capitale-Nationale,"385, rue Gignac",CR,(418) 268-3310,(418) 268-3811
Saint-Marc-des-Carrières,G0A 4B0,10,46,3,justine.levesque92@hotmail.com,QC,GARDERIE L'ENVOL,GARD,3 - Capitale-Nationale,"1078, avenue Principale",,(581) 994-4395,
Saint-Pierre-de-l'Île-d'Orléans,G0A 4E0,5,63,3,jfortier@cpeleslucioles.com,QC,CENTRE DE LA PETITE ENFANCE LES LUCIOLES,CPE,3 - Capitale-Nationale,"1130, chemin Royal",CR,(418) 828-2444,(418) 828-0693
Saint-Raymond,G3L 1T6,10,80,3,fannyroy@globetrotter.net,QC,CENTRE DE LA PETITE ENFANCE NID DES PETITS ST-RAYMOND INC.,CPE,3 - Capitale-Nationale,"400, rue Saint-Cyrille",CR,(418) 337-4563,(418) 337-1200
Saint-Raymond,G3L 4B1,15,80,3,direction@matelots.ca,QC,GARDERIE LES MATELOTS,GARD,3 - Capitale-Nationale,"690, côte Joyeuse",,(418) 987-5585,
Saint-Ubalde,G0A 4L0,5,21,3,garderiesaintubalde@hotmail.com,QC,LES PETITES POUSSES,GARD,3 - Capitale-Nationale,"404, rue de l'Aréna",,(418) 325-8497,
Sainte-Brigitte-de-Laval,G0A 3K0,10,78,3,info@academieunisport.com,QC,ACADÉMIE UNI-SPORT SBDL,GARD,3 - Capitale-Nationale,"1, rue Saint-Paul",CR,(418) 952-6442,
Sainte-Brigitte-de-Laval,G0A 3K0,10,80,3,caroline@cajolyne.com,QC,LA CAJOLYNERIE,GARD,3 - Capitale-Nationale,"150, rue Kildare",CR,(418) 825-1575,
Sainte-Brigitte-de-Laval,G0A 3K0,10,52,3,cgirard@echomagique.com,QC,LE NOMBRIL VERT,CPE,3 - Capitale-Nationale,"2, rue des Mitrelles",CR,(418) 666-2450,(418) 666-8521
Sainte-Catherine-de-la-Jacques-Cart,G3N 2N6,10,70,3,cpe@cpejolicoeur.ca,QC,CPE JOLI-COEUR INSTALLATION DE LA RIVIÈRE,CPE,3 - Capitale-Nationale,"18, rue Louis-Jolliet",CR,(418) 875-4544,(418) 875-0995
Sainte-Catherine-de-la-Jacques-Cart,G3N 2X3,15,75,3,cpe@cpejolicoeur.ca,QC,CPE JOLI-COEUR INSTALLATION DU PLATEAU,CPE,3 - Capitale-Nationale,"210, rue Désiré-Juneau",CR,(418) 875-4544,(418) 875-0995
Sainte-Catherine-de-la-Jacques-Cart,G3N 0Z6,15,80,3,stdube2010@hotmail.com,QC,GARDERIE DÉCOUVERTE,GARD,3 - Capitale-Nationale,"151, rue du Levant",,(418) 441-8129,(418) 441-8129
Sainte-Catherine-de-la-Jacques-Cart,G3N 2Z8,10,60,3,garderielabougeotte@hotmail.com,QC,GARDERIE LA BOUGEOTTE  DE LA JACQUES-CARTIER INC.,GARD,3 - Capitale-Nationale,"279, rue Anne-Hébert",,,
Shannon,G0A 4N0,10,80,3,info@auroyaumedecajolyne.com,QC,AU ROYAUME DE CAJOLYNE,GARD,3 - Capitale-Nationale,"30, rue Saint-Patrick",,(418) 844-1575,(418) 844-3140
Shannon,G0A 4N0,20,80,3,garderieducative.saute.mouton@gmail.com,QC,GARDERIE ÉDUCATIVE SAUTE-MOUTON INC.,GARD,3 - Capitale-Nationale,"25, rue Saint-Patrick",CR,(418) 844-1044,(418) 844-1055
Stoneham-et-Tewkesbury,G3C 1N8,10,78,3,jchouinard@cpepassepartout.com,QC,CPE PASSE-PARTOUT DE STONEHAM,CPE,3 - Capitale-Nationale,"15, chemin de l'Église",CR,"(418) 848-0888, poste 222",
Stoneham-et-Tewkesbury,G3C 1S3,10,80,3,lestiloupuces@gmail.com,QC,GARDERIE LES TILOUPUCES INC.,GARD,3 - Capitale-Nationale,"379A, chemin du Hibou",,(418) 575-0846,
Stoneham-et-Tewkesbury,G3C 0K9,0,80,3,jacquesmartineau@ccapcable.ca,QC,GARDERIE PERLIMPINPIN 1 INC.,GARD,3 - Capitale-Nationale,"83, 1e Avenue",CR,(418) 609-2250,
Stoneham-et-Tewkesbury,G3C 0K9,20,80,3,perlimpinpin@ccapcable.com,QC,GARDERIE ÉDUCATIVE PERLIMPINPIN 2,GARD,3 - Capitale-Nationale,"59, 1re  Avenue",CR,,
Wendake,G0A 4V0,14,80,3,cpeorak@bellnet.ca,QC,CENTRE DE LA PETITE ENFANCE ORAK,CPE,3 - Capitale-Nationale,"75, rue de l'Ours",CR,(418) 842-8118,(418) 842-5979
Champlain,G0X 1C0,10,36,4,le.petit.champlain@bellnet.ca,QC,CENTRE DE LA PETITE ENFANCE LE PETIT CHAMPLAIN,CPE,4 - Mauricie,"15, rue Massicotte",CR,(819) 295-3122,(819) 295-3122
La Tuque,G9X 1X7,15,80,4,direction@cpecledeschamps.com,QC,CENTRE DE LA PETITE ENFANCE LA CLÉ DES CHAMPS INC.,CPE,4 - Mauricie,"385, rue Saint-Zéphirin",CR,(819) 523-7322,
La Tuque,G9X 3P6,0,18,4,christiane.morin@cpepremierpas.com,QC,INSTALLATION LE FOU-RIRE,CPE,4 - Mauricie,"315, rue Saint-Paul",CR,(819) 523-9892,(819) 523-9008
La Tuque,G9X 2W4,10,60,4,christiane.morin@cpepremierpas.com,QC,INSTALLATION PREMIER PAS DE LA TUQUE,CPE,4 - Mauricie,"350, rue Brown",CR,(819) 523-3031,(819) 523-9850
Louiseville,J5V 1Y9,10,80,4,,QC,LES SERVICES DE GARDE GRIBOUILLIS,CPE,4 - Mauricie,"700, rue Notre-Dame Sud",CR,"(819) 228-4335, poste 221",(819) 228-8880
Maskinongé,J0K 1N0,5,41,4,lespetitsbatisseurs@gmail.com,QC,COOPÉRATIVE DE SOLIDARITÉ LES PETITS BÂTISSEURS,GARD,4 - Mauricie,"1, rue des Cerisiers",,,
Notre-Dame-du-Mont-Carmel,G0X 3J0,10,54,4,cpe.carmellasauterelle@cgocable.ca,QC,CARMEL LA SAUTERELLE,CPE,4 - Mauricie,"4021, rue de L'Église",CR,(819) 535-5375,(819) 535-5776
Notre-Dame-du-Mont-Carmel,G0X 3J0,10,46,4,atelierdelapetiteenfance@hotmail.com,QC,L'ATELIER DE LA PETITE ENFANCE INC.,GARD,4 - Mauricie,"4918, route des Vétérans",,(819) 537-8600,
Obedjiwan,G0W 3B0,0,80,4,gchachai2@opitciwan.ca,QC,CENTRE DE LA PETITE ENFANCE SAKIHITOKIWAM,CPE,4 - Mauricie,"32C, rue Tcikatnaw, c. p. 214",CR,(819) 974-1618,(819) 974-1714
Obedjiwan,G0W 3B0,30,80,4,paulaestpierre2012@gmail.com,QC,CENTRE DE LA PETITE ENFANCE SAKIHITOKIWAM,CPE,4 - Mauricie,"32C, rue Tcikatnaw, c. p. 214",CR,(819) 974-1618,(819) 974-1714
Saint-Boniface,G0X 2L0,10,78,4,,QC,CENTRE DE LA PETITE ENFANCE LE PIPANDOR,CPE,4 - Mauricie,"120, rue Langevin C.P. 202",CR,,
Saint-Maurice,G0X 2X0,5,45,4,jfperrasfortin@floconsdereve.com,QC,CENTRE DE LA PETITE ENFANCE FLOCONS DE RÊVE INC.,CPE,4 - Mauricie,"1875, rue Notre-Dame",CR,(819) 374-5151,(418) 362-3346
Saint-Narcisse,G0X 2Y0,0,24,4,jfperrasfortin@floconsdereve.com,QC,INSTALLATION CPE FLOCON DE RÊVE INC.,CPE,4 - Mauricie,"530, rue Massicotte",CR,,
Saint-Paulin,J0K 3G0,0,24,4,,QC,LES SERVICES DE GARDE GRIBOUILLIS  INSTALLATION DE ST-PAULIN,CPE,4 - Mauricie,"2843, rue Laflèche C.P. 218",CR,"(819) 228-4335, poste 221",(819) 228-8880
Saint-Tite,G0X 3H0,0,50,4,directiongenerale@globetrotter.net,QC,C.P.E. LES SOLEILS DE MÉKINAC,CPE,4 - Mauricie,"2, rue Saint-Gabriel",CR,(418) 365-7735,(819) 365-7703
Saint-Étienne-des-Grès,G0X 2P0,5,47,4,,QC,CARMEL LA SAUTERELLE,CPE,4 - Mauricie,"200, rue Saint-Honoré",CR,(819) 535-5375,(819) 535-5776
Sainte-Anne-de-la-Pérade,G0X 2J0,0,16,4,jfperrasfortin@floconsdereve.com,QC,CENTRE DE LA PETITE ENFANCE FLOCONS DE RÊVE INC.,CPE,4 - Mauricie,"145, rue du Tremblay",CR,(418) 325-3414,
Sainte-Geneviève-de-Batiscan,G0X 2R0,0,16,4,jfperrasfortin@floconsdereve.com,QC,CENTRE DE LA PETITE ENFANCE FLOCONS DE RÊVE INC.,CPE,4 - Mauricie,"42, chemin Rivière-à-Veillet",CR,(418) 362-2407,
Sainte-Ursule,J0K 3M0,0,16,4,cpe@gribouillis.ca,QC,LES SERVICES DE GARDE GRIBOUILLIS INSTALLATION DE STE-URSULE,CPE,4 - Mauricie,"241, rue Saint-Louis",CR,"(819) 228-4335, poste 221",(819) 228-8880
Shawinigan,G9T 3K1,5,31,4,nathalie.pratte@cpebottinesouriante.com,QC,CENTRE DE LA PETITE ENFANCE LA BOTTINE SOURIANTE,CPE,4 - Mauricie,"400, 206e Av",CR,(819) 538-4221,(819) 538-7131
Shawinigan,G9T 3J9,10,54,4,nathalie.pratte@cpebottinesouriante.com,QC,CENTRE DE LA PETITE ENFANCE LA BOTTINE SOURIANTE,CPE,4 - Mauricie,"383, 206e Av",CR,,
Shawinigan,G9N 6T5,10,80,4,nathalie.pratte@cpebottinesouriante.com,QC,CENTRE DE LA PETITE ENFANCE LA BOTTINE SOURIANTE,CPE,4 - Mauricie,"4895, boul de Shawinigan-Sud",CR,(819) 537-5542,(819) 537-5697
Shawinigan,G9N 3W4,10,80,4,info@cpetourelleenergie.ca,QC,CENTRE DE LA PETITE ENFANCE LA TOURELLE DE L'ÉNERGIE,CPE,4 - Mauricie,"1452, rue Gigaire",CR,(819) 539-7757,(819) 539-7757
Shawinigan,G9N 2N2,0,26,4,info@cpetourelleenergie.ca,QC,CENTRE DE LA PETITE ENFANCE LA TOURELLE DE L'ÉNERGIE,CPE,4 - Mauricie,"1833, rue Georges",CR,(819) 536-7757,
Shawinigan,G9N 3W4,0,16,4,info@cpetourelleenergie.ca,QC,CENTRE DE LA PETITE ENFANCE LA TOURELLE DE L'ÉNERGIE,CPE,4 - Mauricie,"1452, rue Gigaire, 2e étage, local 19",CR,(819) 539-7757,(819) 539-3622
Shawinigan,G9T 6V8,5,80,4,josee.beaumier@manegedestoutpetits.ca,QC,CENTRE DE LA PETITE ENFANCE LE MANÈGE DES TOUT-PETITS INC.,CPE,4 - Mauricie,"2090, 10e Rue",CR,,
Shawinigan,G9T 2M9,5,23,4,josee.beaumier@manegedestoutpetits.ca,QC,CENTRE DE LA PETITE ENFANCE LE MANÈGE DES TOUT-PETITS INC.,CPE,4 - Mauricie,"821, 5e Av",CR,(819) 533-3326,(819) 538-6221
Shawinigan,G9P 4Y1,10,100,4,josetteallard@cpelepipandor.com,QC,CENTRE DE LA PETITE ENFANCE LE PIPANDOR,CPE,4 - Mauricie,"90, 119e Rue",CR,(819) 537-0404,(819) 537-7938
Shawinigan,G9P 4Z2,5,39,4,,QC,CENTRE DE LA PETITE ENFANCE LE PIPANDOR,CPE,4 - Mauricie,"85, 118e Rue",CR,(819) 537-0404,(819) 537-7938
Shawinigan,G9P 1A4,10,10,4,,QC,CENTRE DE LA PETITE ENFANCE LE PIPANDOR,CPE,4 - Mauricie,"1800, av du Capitaine-Veilleux",CR,,
Trois-Rivières,G8Y 0A2,0,27,4,lampron_denise@hotmail.fr,QC,ATELIER DU PETIT PRINCE,GARD,4 - Mauricie,"3600, rue Saint-Pie X",,,
Trois-Rivières,G8Z 1E9,5,67,4,cpesautemouton@gmail.com,QC,C.P.E. SAUTE-MOUTON INC.,CPE,4 - Mauricie,"3525, boulevard Laviolette",CR,(819) 373-3997,(819) 373-7048
Trois-Rivières,G8T 5V7,0,61,4,2nuages@videotron.ca,QC,CENTRE DE LA PETITE ENFANCE ENTRE DEUX NUAGES,CPE,4 - Mauricie,"928, rue Guilbert",CR,(819) 374-0401,(819) 374-9594
Trois-Rivières,G8V 2W9,10,62,4,cpejeannoellapin@videotron.ca,QC,CENTRE DE LA PETITE ENFANCE JEAN-NOËL LAPIN,CPE,4 - Mauricie,"700, rue du Marthelinois",CR,(819) 372-9640,(819) 372-9488
Trois-Rivières,G8T 2L2,20,80,4,,QC,CENTRE DE LA PETITE ENFANCE JEAN-NOËL LAPIN (INST.TROIS-RIVIÈRES),CPE,4 - Mauricie,"70, rue Dessureault",CR,,
Trois-Rivières,G8T 2W8,10,73,4,cpe.arbre.enchante@bellnet.ca,QC,CENTRE DE LA PETITE ENFANCE L'ARBRE ENCHANTÉ,CPE,4 - Mauricie,"455, rue des Vétérans",CR,(819) 379-5182,(819) 379-2242
Trois-Rivières,G9A 4L9,20,57,4,nathalie.dir@cpemamu.com,QC,CENTRE DE LA PETITE ENFANCE L'UNIVERS DE MAMUSE ET MÉDUQUE INC.,CPE,4 - Mauricie,"2855, Monseigneur-Saint-Arnaud, parc Pie XII C.P. 486",CR,"(819) 379-6778, poste 225",(819) 379-7653
Trois-Rivières,G9A 4L9,5,49,4,nathalie.dir@cpemamu.com,QC,CENTRE DE LA PETITE ENFANCE L'UNIVERS DE MAMUSE ET MÉDUQUE INC.,CPE,4 - Mauricie,"2875, Monseigneur-Saint-Arnaud, parc Pie XII C.P. 486",CR,"(819) 379-6778, poste 225",(819) 379-7653
Trois-Rivières,G8Y 5K7,10,44,4,nathalie.dir@cpemamu.com,QC,CENTRE DE LA PETITE ENFANCE L'UNIVERS DE MAMUSE ET MÉDUQUE INC.,CPE,4 - Mauricie,"3730, rue Jacques-de-Labadie",CR,(819) 697-1117,(819) 697-1048
Trois-Rivières,G8Y 7S1,15,75,4,nathalie.dir@cpemamu.com,QC,CENTRE DE LA PETITE ENFANCE L'UNIVERS DE MAMUSE ET MÉDUQUE INC.,CPE,4 - Mauricie,"6605, rue du Relais",CR,(819) 693-8852,
Trois-Rivières,G8W 1E3,10,52,4,iledesmoussaillonsm-anouk@qc.aira.com,QC,CENTRE DE LA PETITE ENFANCE L'ÎLE DES MOUSSAILLONS,CPE,4 - Mauricie,"700, rue Lorraine",CR,,
Trois-Rivières,G8Z 4N5,10,80,4,dg.laculbute@cgocable.ca,QC,CENTRE DE LA PETITE ENFANCE LA CULBUTE,CPE,4 - Mauricie,"1450, rue Père-Marquette",CR,(819) 378-5626,(819) 378-7562
Trois-Rivières,G9A 1J7,10,78,4,andrelamaisonnee@cgocable.ca,QC,CENTRE DE LA PETITE ENFANCE LA MAISONNÉE,CPE,4 - Mauricie,"1800, rue Saint-Paul, bureau 108",CR,(819) 373-1541,(819) 373-1541
Trois-Rivières,G9A 1V7,0,16,4,andrelamaisonnee@cgocable.ca,QC,CENTRE DE LA PETITE ENFANCE LA MAISONNÉE,CPE,4 - Mauricie,"779, rue Laviolette",CR,(819) 373-1541,
Trois-Rivières,G8V 2R7,10,54,4,cpe.cerfvolant@qc.aira.com,QC,CENTRE DE LA PETITE ENFANCE LE CERF-VOLANT INC.,CPE,4 - Mauricie,"925, rue Tousignant",CR,(819) 379-1797,(819) 379-7943
Trois-Rivières,G8T 3L5,10,51,4,,QC,CENTRE DE LA PETITE ENFANCE LE CERF-VOLANT INC.,CPE,4 - Mauricie,"140, boulevard Sainte-Madeleine",CR,(819) 379-1797,
Trois-Rivières,G8T 3Y8,10,44,4,direction@cpecerfvolant.ca,QC,CENTRE DE LA PETITE ENFANCE LE CERF-VOLANT INC.,CPE,4 - Mauricie,"65, rue Toupin",CR,(819) 379-1797,(819) 379-7943
Trois-Rivières,G9A 4R8,0,80,4,cheval.sautoir@cgocable.ca,QC,CENTRE DE LA PETITE ENFANCE LE CHEVAL SAUTOIR,CPE,4 - Mauricie,"678, rue Hart",CR,(819) 378-5064,(819) 378-5064
Trois-Rivières,G8T 8Y2,10,65,4,cpecoffreajouets@videotron.ca,QC,CENTRE DE LA PETITE ENFANCE LE COFFRE À JOUETS,CPE,4 - Mauricie,"260, rue Vachon",CR,(819) 379-4470,(819) 379-9997
Trois-Rivières,G8Z 4H2,10,78,4,cpeforgeron@avf.qc.ca,QC,CENTRE DE LA PETITE ENFANCE LE PETIT FORGERON INC.,CPE,4 - Mauricie,"990, place Boland",CR,(819) 374-2974,(819) 376-2035
Trois-Rivières,G8Z 4K8,0,60,4,cpelepetitnavire@cgocable.ca,QC,CENTRE DE LA PETITE ENFANCE LE PETIT NAVIRE INC.,CPE,4 - Mauricie,"2770, rue Forest",CR,(819) 373-7282,(819) 373-7282
Trois-Rivières,G8Y 0A3,10,78,4,margo.rboulanger@cgocable.ca,QC,CENTRE DE LA PETITE ENFANCE MARGO LA LUNE,CPE,4 - Mauricie,"1935, boulevard Hamelin",CR,(819) 373-3942,(819) 373-7459
Trois-Rivières,G8Z 4E3,10,80,4,cperigny@cgocable.ca,QC,CENTRE DE LA PETITE ENFANCE MARIE-LUNE,CPE,4 - Mauricie,"3140, rue Louis-Pasteur",CR,(819) 694-0506,(819) 378-9799
Trois-Rivières,G9B 1X7,5,80,4,pelletierannie@cgocable.ca,QC,GARDERIE JARDIN DES PETITS POUCETS,GARD,4 - Mauricie,"6600, rue Amyot",CR,(819) 377-7226,(819) 377-5625
Trois-Rivières,G8T 7B2,10,36,4,juerichard@hotmail.com,QC,GARDERIE L'OISEAU BLEU INC.,GARD,4 - Mauricie,"1020, boulevard Thibeau",,(819) 909-1145,(819) 909-7022
Trois-Rivières,G8Y 7N9,10,60,4,villadespetits@hotmail.fr,QC,GARDERIE LA VILLA DES PETITS II INC.,GARD,4 - Mauricie,"5510, des Terrasses",CR,(819) 374-2551,
Trois-Rivières,G8Y 6R7,10,80,4,villadespetits@hotmail.fr,QC,GARDERIE LA VILLA DES PETITS INC.,GARD,4 - Mauricie,"4725, côte Rosemont",CR,(819) 374-2551,(819) 371-2081
Trois-Rivières,G9B 2M1,20,80,4,zxzhang1999@gmail.com,QC,GARDERIE LES ANGELOTS 1,GARD,4 - Mauricie,"3230, boulevard Saint-Jean",CR,(819) 377-3153,(819) 377-1472
Trois-Rivières,G9B 2M1,0,80,4,zxzhang1999@gmail.com,QC,GARDERIE LES ANGELOTS 2,GARD,4 - Mauricie,"3200, boulevard Saint-Jean",CR,(819) 377-3153,(819) 377-1472
Trois-Rivières,G9C 0K8,10,52,4,garderie_pas_a_pas@outlook.com,QC,GARDERIE PAS A PAS,GARD,4 - Mauricie,"6750, rue des Alpes",,(819) 370-1555,
Trois-Rivières,G9A 5C9,10,54,4,info@yoseikanbudo.ca,QC,GARDERIE SPORTIVE DES P'TITS SAMOURAÏS,GARD,4 - Mauricie,"7290, boulevard Jean XXIII",,(819) 377-5600,
Trois-Rivières,G9B 0Y5,10,80,4,infolesrikikis@gmail.com,QC,GARDERIE ÉDUCATIVE LES RIKIKIS INC.,GARD,4 - Mauricie,"3000, rue des Loyaux",,(819) 377-2103,
Trois-Rivières,G9A 1W5,10,60,4,christiane.morin@cpepremierpas.com,QC,INSTALLATION TROIS-RIVIÈRES,CPE,4 - Mauricie,"1475, rue Laviolette",CR,(819) 370-3343,(819) 370-3270
Trois-Rivières,G9A 5C9,10,80,4,info@yoseikanbudo.ca,QC,L'ÉCOLE SPORTIVE DES P'TITS SAMOURAÏS,GARD,4 - Mauricie,"7300, boulevard Jean XXIII",,(819) 377-5600,(819) 377-5600
Trois-Rivières,G8T 9T9,0,23,4,lapetiteacademie@csad.ca,QC,LA PETITE ACADÉMIE,GARD,4 - Mauricie,"260, rue Dessureault, local 2307",,,
